episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
142,590.0,604,85296,0.2,0.07811576996418025,310.55211048100006,True,False
143,1540.0,1106,86402,0.2,0.08273687381364837,314.06740276,True,False
144,640.0,585,86987,0.2,0.08220090892497603,316.461146973,True,False
145,590.0,570,87557,0.2,0.08241423843363366,318.46576553799997,True,False
146,990.0,777,88334,0.2,0.07054397646702595,320.963280868,True,False
147,480.0,501,88835,0.2,0.07257868318259716,322.643415234,True,False
148,1170.0,571,89406,0.2,0.0718903914484736,324.52925769300003,True,False
149,1180.0,825,90231,0.2,0.07924050780338715,327.37675394800004,True,False
150,900.0,769,91000,0.2,0.07087639772328379,330.37397115799996,True,False
151,630.0,706,91706,0.2,0.07679331200514836,334.46970310800003,True,False
152,270.0,361,92067,0.2,0.0887579733091924,335.72113929899996,True,False
153,570.0,653,92720,0.2,0.094858618788194,337.858756058,True,False
154,1170.0,910,93630,0.2,0.08918052723852811,341.15503506199997,True,False
155,470.0,458,94088,0.2,0.0738445092883447,342.907601888,True,False
156,720.0,580,94668,0.2,0.0867964088659862,344.839674182,True,False
157,420.0,417,95085,0.2,0.09079123908976236,346.23995077600006,True,False
158,520.0,484,95569,0.2,0.0987249245359139,347.86383739,True,False
159,390.0,387,95956,0.2,0.09677383735699137,349.16159342400005,True,False
160,320.0,463,96419,0.2,0.10157748974211837,350.69262717600003,True,False
161,630.0,585,97004,0.2,0.11356306783728251,352.900991217,True,False
162,340.0,475,97479,0.2,0.10208473603983047,354.86057327099996,True,False
163,1240.0,677,98156,0.2,0.09307932013317066,357.08660964899997,True,False
164,850.0,695,98851,0.2,0.09495235392769982,359.36770154100003,True,False
165,1210.0,722,99573,0.2,0.10546295354091331,361.728518878,True,False
166,340.0,396,99969,0.2,0.10663077636913519,363.10477828000006,True,False
167,730.0,624,100593,0.2,0.09947573616264914,365.491717996,True,False
168,250.0,361,100954,0.2,0.11315047769910759,367.03083287300007,True,False
169,980.0,707,101661,0.2,0.10874104905494694,369.365960122,True,False
170,760.0,617,102278,0.2,0.08959440986758896,371.34777703000003,True,False
171,460.0,549,102827,0.2,0.09500126361194318,373.14994401999996,True,False
172,1150.0,639,103466,0.2,0.09286318156518973,375.25904407499996,True,False
173,1360.0,893,104359,0.2,0.10168046288760253,378.563330442,True,False
174,420.0,413,104772,0.2,0.09860684042080091,380.10334822500005,True,False
175,780.0,565,105337,0.2,0.10796882809265286,381.954778651,True,False
176,260.0,346,105683,0.2,0.09421777495637883,385.065978982,True,False
177,580.0,443,106126,0.2,0.08212802967744635,386.575291405,True,False
178,390.0,408,106534,0.2,0.1141724369360828,388.04780806499997,True,False
179,320.0,513,107047,0.2,0.0861547512904508,389.98172145999996,True,False
180,1100.0,802,107849,0.2,0.09267568316968594,392.97695221199996,True,False
181,1030.0,580,108429,0.2,0.11740143327363606,394.88242722900003,True,False
182,1300.0,754,109183,0.2,0.09923732717660197,397.30438905400007,True,False
183,350.0,447,109630,0.2,0.10744442537959133,398.80909095400006,True,False
184,450.0,440,110070,0.2,0.14509777143936264,400.29332149300006,True,False
185,390.0,382,110452,0.2,0.09413518009629722,401.66539423700004,True,False
186,1360.0,812,111264,0.2,0.1179973779090226,404.830656102,True,False
187,580.0,493,111757,0.2,0.09682591836445215,406.46761005700006,True,False
188,280.0,376,112133,0.2,0.08774943631934992,407.741133304,True,False
189,1280.0,833,112966,0.2,0.11224017186591831,410.41593590300005,True,False
190,940.0,643,113609,0.2,0.10649140872153806,412.52186037100006,True,False
191,540.0,512,114121,0.2,0.11910977405204903,414.33289944200004,True,False
192,460.0,419,114540,0.2,0.10069980663912637,416.246056605,True,False
193,390.0,370,114910,0.2,0.09314375690629949,417.548165409,True,False
194,1430.0,852,115762,0.2,0.1099092061303451,420.284029537,True,False
195,440.0,435,116197,0.2,0.09805097031073833,421.840808064,True,False
196,1110.0,613,116810,0.2,0.11066723033006674,423.85262325800005,True,False
197,520.0,572,117382,0.2,0.09777110958979889,425.744413437,True,False
198,2220.0,646,118028,0.2,0.08526696334880443,428.244267365,True,False
199,310.0,351,118379,0.2,0.09786859507961519,429.73090342100005,True,False
200,380.0,454,118833,0.2,0.12881333513283416,431.272111822,True,False
